m_phi_low,m_phi_high,m_H5,sin_theta_H,N_phi_GM
0.0445593107,0.0593295683,0.0480916291,0.0365812137,0.0001036351
0.0445593107,0.0593295683,0.0567269037,0.0078348637,0.0000046630
0.0445593107,0.0593295683,0.0448711713,0.0139127543,0.0000149958
0.0445593107,0.0593295683,0.0471562393,0.0180800623,0.0000252895
0.0445593107,0.0593295683,0.0481683551,0.0307331011,0.0000731118
0.0445593107,0.0593295683,0.0463292808,0.0116085791,0.0000104108
0.0445593107,0.0593295683,0.0538439587,0.2354929172,0.0042703019
0.0445593107,0.0593295683,0.0536852632,0.2714441057,0.0056751583
0.0445593107,0.0593295683,0.0504775238,0.3779538075,0.0110507753
0.0445593107,0.0593295683,0.0461425387,0.0178937324,0.0000247997
0.0445593107,0.0593295683,0.0556141280,0.0911890077,0.0006383868
0.0445593107,0.0593295683,0.0457103435,0.0331191245,0.0000851707
0.0445593107,0.0593295683,0.0535157150,0.0186049308,0.0000265644
0.0445593107,0.0593295683,0.0482333405,0.0276175398,0.0000590182
0.0445593107,0.0593295683,0.0503322190,0.0411275469,0.0001306572
0.0445593107,0.0593295683,0.0524985873,0.3316053373,0.0084837093
0.0445593107,0.0593295683,0.0524303286,0.0143488780,0.0000158046
0.0445593107,0.0593295683,0.0452648362,0.0506991802,0.0001998538
0.0445593107,0.0593295683,0.0495161462,0.1160170446,0.0010420545
0.0445593107,0.0593295683,0.0475155787,0.0290384388,0.0000653135
0.0445593107,0.0593295683,0.0502508499,0.0482488836,0.0001798905
0.0445593107,0.0593295683,0.0461193615,0.0171527136,0.0000227846
0.0445593107,0.0593295683,0.0561699370,0.0458504787,0.0001611310
0.0445593107,0.0593295683,0.0466169436,0.0085833091,0.0000056762
0.0445593107,0.0593295683,0.0574847552,0.0263415705,0.0000530155
0.0445593107,0.0593295683,0.0496474982,0.0583602199,0.0002634650
0.0445593107,0.0593295683,0.0586009417,0.0075145904,0.0000042760
0.0445593107,0.0593295683,0.0495779833,0.2013900789,0.0031405892
0.0445593107,0.0593295683,0.0583559457,0.0828355127,0.0005246277
0.0445593107,0.0593295683,0.0524714934,0.0074022267,0.0000041845
0.0445593107,0.0593295683,0.0554166278,0.0379449327,0.0001104373
0.0445593107,0.0593295683,0.0527108111,0.0281182155,0.0000608280
0.0445593107,0.0593295683,0.0499234515,0.0095464453,0.0000069996
0.0445593107,0.0593295683,0.0449323293,0.2508902623,0.0049020179
0.0445593107,0.0593295683,0.0568343267,0.1095439936,0.0009197537
0.0445593107,0.0593295683,0.0497581811,0.0353842760,0.0000967554
0.0445593107,0.0593295683,0.0558347717,0.0419403932,0.0001348645
0.0445593107,0.0593295683,0.0574222887,0.0075479298,0.0000043217
0.0445593107,0.0593295683,0.0511324205,0.0116280656,0.0000103839
0.0445593107,0.0593295683,0.0576002980,0.0421621139,0.0001359455
0.0445593107,0.0593295683,0.0448789647,0.0220301078,0.0000376763
0.0445593107,0.0593295683,0.0553537123,0.0300441028,0.0000692045
0.0445593107,0.0593295683,0.0573057108,0.0142093932,0.0000153923
0.0445593107,0.0593295683,0.0503408453,0.0072651892,0.0000040415
0.0445593107,0.0593295683,0.0465121050,0.3300249047,0.0084670545
0.0445593107,0.0593295683,0.0585138640,0.3453065882,0.0091207587
0.0445593107,0.0593295683,0.0561218734,0.0069834986,0.0000037034
0.0445593107,0.0593295683,0.0536829353,0.0133876212,0.0000137293
0.0445593107,0.0593295683,0.0545941578,0.0983162992,0.0007431956
0.0445593107,0.0593295683,0.0538192666,0.0458317708,0.0001615343
0.0445593107,0.0593295683,0.0497306189,0.0355324314,0.0000975716
0.0445593107,0.0593295683,0.0488989991,0.0776321017,0.0004667930
0.0445593107,0.0593295683,0.0526340336,0.0120374449,0.0000111083
0.0445593107,0.0593295683,0.0579416682,0.0116556792,0.0000103349
0.0445593107,0.0593295683,0.0505192961,0.0131197680,0.0000132395
0.0445593107,0.0593295683,0.0468413651,0.0193142259,0.0000288788
0.0445593107,0.0593295683,0.0573878473,0.0147491458,0.0000165852
0.0445593107,0.0593295683,0.0513787317,0.0215093945,0.0000356277
0.0445593107,0.0593295683,0.0479134740,0.0099193487,0.0000075783
0.0445593107,0.0593295683,0.0538372753,0.2668009294,0.0054814886
0.0445593107,0.0593295683,0.0587688811,0.0349435046,0.0000931818
0.0445593107,0.0593295683,0.0453591719,0.0762690148,0.0004524623
0.0445593107,0.0593295683,0.0533216229,0.1106909851,0.0009437993
0.0445593107,0.0593295683,0.0531352997,0.0252132297,0.0000488650
0.0445593107,0.0593295683,0.0456318463,0.1013882147,0.0007995263
0.0445593107,0.0593295683,0.0561875316,0.1505146761,0.0017383710
0.0445593107,0.0593295683,0.0462513070,0.1099632079,0.0009398587
0.0445593107,0.0593295683,0.0557925230,0.0830487942,0.0005293208
0.0445593107,0.0593295683,0.0481417818,0.1742454598,0.0023551151
0.0445593107,0.0593295683,0.0502618760,0.0160921846,0.0000199464
0.0445593107,0.0593295683,0.0469138561,0.0086577083,0.0000057735
0.0445593107,0.0593295683,0.0446761024,0.0218541955,0.0000370846
0.0445593107,0.0593295683,0.0472954196,0.0312249142,0.0000755538
0.0445593107,0.0593295683,0.0581742885,0.0859106830,0.0005644754
0.0445593107,0.0593295683,0.0485820246,0.1429397766,0.0015838596
0.0445593107,0.0593295683,0.0488101194,0.3293821607,0.0084104969
0.0445593107,0.0593295683,0.0495899197,0.2763730755,0.0059151488
0.0445593107,0.0593295683,0.0589594917,0.1184751094,0.0010724993
0.0445593107,0.0593295683,0.0487787171,0.0519796299,0.0002091991
0.0445593107,0.0593295683,0.0498439252,0.0089845679,0.0000061973
0.0445593107,0.0593295683,0.0453807001,0.0167024491,0.0000216200
0.0445593107,0.0593295683,0.0486346557,0.2465472173,0.0047128226
0.0445593107,0.0593295683,0.0586131045,0.0359504264,0.0000986586
0.0445593107,0.0593295683,0.0448932924,0.0182365198,0.0000257984
0.0445593107,0.0593295683,0.0504408020,0.0122951076,0.0000116240
0.0445593107,0.0593295683,0.0503635574,0.0348365128,0.0000937070
0.0445593107,0.0593295683,0.0572495231,0.0349441004,0.0000933962
0.0445593107,0.0593295683,0.0501642638,0.0633423977,0.0003101963
0.0445593107,0.0593295683,0.0565596834,0.0246647052,0.0000465343
0.0445593107,0.0593295683,0.0462722238,0.2095430381,0.0034138832
0.0445593107,0.0593295683,0.0449208902,0.0069039534,0.0000036715
0.0445593107,0.0593295683,0.0493411570,0.0329769957,0.0000840691
0.0445593107,0.0593295683,0.0455185554,0.0463852402,0.0001672171
0.0445593107,0.0593295683,0.0496748998,0.1130311583,0.0009888901
0.0445593107,0.0593295683,0.0589011295,0.0078567798,0.0000046742
0.0445593107,0.0593295683,0.0528136149,0.0074546239,0.0000042424
0.0445593107,0.0593295683,0.0473934223,0.0105338858,0.0000085557
0.0445593107,0.0593295683,0.0564833857,0.0826899324,0.0005242316
0.0445593107,0.0593295683,0.0497866479,0.2497976941,0.0048309115
0.0445593107,0.0593295683,0.0577050245,0.0163759810,0.0000204467
0.0445593107,0.0593295683,0.0587615612,0.1212733875,0.0011241143
0.0445593107,0.0593295683,0.0544033408,0.0794648543,0.0004855543
0.0445593107,0.0593295683,0.0512659961,0.0752405921,0.0004371337
0.0445593107,0.0593295683,0.0527758308,0.0301532011,0.0000699580
0.0445593107,0.0593295683,0.0474228501,0.0154667295,0.0000184877
0.0445593107,0.0593295683,0.0473956676,0.2034333111,0.0032133428
0.0445593107,0.0593295683,0.0481610263,0.0069397808,0.0000036957
0.0445593107,0.0593295683,0.0450309278,0.1594101324,0.0019783928
0.0445593107,0.0593295683,0.0540947958,0.0078910492,0.0000047481
0.0445593107,0.0593295683,0.0526822368,0.1514003347,0.0017675317
0.0445593107,0.0593295683,0.0454039500,0.0582127395,0.0002634891
0.0445593107,0.0593295683,0.0477149526,0.3289476392,0.0083996750
0.0445593107,0.0593295683,0.0463399381,0.1532251730,0.0018250241
0.0445593107,0.0593295683,0.0536283069,0.0197884133,0.0000300543
0.0445593107,0.0593295683,0.0500849467,0.2705012717,0.0056628578
0.0445593107,0.0593295683,0.0526501847,0.2062277113,0.0032800843
0.0445593107,0.0593295683,0.0518184087,0.1596989735,0.0019689372
0.0445593107,0.0593295683,0.0483570776,0.1948263859,0.0029436736
0.0593295683,0.0740998259,0.0654774850,0.0222671134,0.0000373874
0.0593295683,0.0740998259,0.0665678096,0.0648819842,0.0003175495
0.0593295683,0.0740998259,0.0731093417,0.0860814111,0.0005525408
0.0593295683,0.0740998259,0.0644175290,0.0289395900,0.0000633134
0.0593295683,0.0740998259,0.0699822415,0.0077193658,0.0000044294
0.0593295683,0.0740998259,0.0643501133,0.2731948664,0.0056561990
0.0593295683,0.0740998259,0.0664801878,0.0257131599,0.0000497927
0.0593295683,0.0740998259,0.0648571860,0.2612057753,0.0051662084
0.0593295683,0.0740998259,0.0700121726,0.0513160986,0.0001973752
0.0593295683,0.0740998259,0.0639763899,0.0180147295,0.0000245126
0.0593295683,0.0740998259,0.0628153346,0.1123636576,0.0009588532
0.0593295683,0.0740998259,0.0599356663,0.0259663329,0.0000513236
0.0593295683,0.0740998259,0.0679061329,0.0315649985,0.0000748908
0.0593295683,0.0740998259,0.0659279097,0.0670964534,0.0003399813
0.0593295683,0.0740998259,0.0698604479,0.0559098687,0.0002343874
0.0593295683,0.0740998259,0.0684186216,0.1923548857,0.0027842040
0.0593295683,0.0740998259,0.0734061581,0.0624458746,0.0002905121
0.0593295683,0.0740998259,0.0678477014,0.1646264939,0.0020412808
0.0593295683,0.0740998259,0.0615244913,0.0077165289,0.0000044899
0.0593295683,0.0740998259,0.0665291432,0.2357568627,0.0041965076
0.0593295683,0.0740998259,0.0613222488,0.0159241624,0.0000192249
0.0593295683,0.0740998259,0.0652981179,0.3159353095,0.0075527212
0.0593295683,0.0740998259,0.0677360812,0.0156406352,0.0000183481
0.0593295683,0.0740998259,0.0633201895,0.0103602634,0.0000080906
0.0593295683,0.0740998259,0.0610615305,0.1161975127,0.0010283007
0.0593295683,0.0740998259,0.0721980725,0.0204371428,0.0000311107
0.0593295683,0.0740998259,0.0689042932,0.1315942714,0.0013017118
0.0593295683,0.0740998259,0.0620522212,0.1553889553,0.0018363505
0.0593295683,0.0740998259,0.0603784016,0.0075148827,0.0000042648
0.0593295683,0.0740998259,0.0665632201,0.1138281135,0.0009778755
0.0593295683,0.0740998259,0.0740114924,0.0140032288,0.0000145310
0.0593295683,0.0740998259,0.0718088476,0.0482663364,0.0001740199
0.0593295683,0.0740998259,0.0607565336,0.1530521520,0.0017851785
0.0593295683,0.0740998259,0.0697692706,0.2496873177,0.0046803345
0.0593295683,0.0740998259,0.0740102313,0.0179778425,0.0000239791
0.0593295683,0.0740998259,0.0700958414,0.1541933707,0.0017835144
0.0593295683,0.0740998259,0.0727835786,0.0775334114,0.0004484868
0.0593295683,0.0740998259,0.0690450093,0.1812187195,0.0024683452
0.0593295683,0.0740998259,0.0687619547,0.0333653381,0.0000835617
0.0593295683,0.0740998259,0.0721146703,0.0888955237,0.0005903805
0.0593295683,0.0740998259,0.0716580190,0.0182974978,0.0000249518
0.0593295683,0.0740998259,0.0738077437,0.0112668068,0.0000093981
0.0593295683,0.0740998259,0.0709868524,0.3369150965,0.0085034508
0.0593295683,0.0740998259,0.0596366598,0.1718938808,0.0022558043
0.0593295683,0.0740998259,0.0622208786,0.0176197868,0.0000235143
0.0593295683,0.0740998259,0.0615513992,0.0598893393,0.0002727859
0.0593295683,0.0740998259,0.0623642135,0.0077559242,0.0000045300
0.0593295683,0.0740998259,0.0727441574,0.0294392205,0.0000645605
0.0593295683,0.0740998259,0.0728871761,0.1392957789,0.0014479354
0.0593295683,0.0740998259,0.0641479862,0.0100741838,0.0000076380
0.0593295683,0.0740998259,0.0727883762,0.0150522807,0.0000168352
0.0593295683,0.0740998259,0.0723046764,0.0075367436,0.0000042033
0.0593295683,0.0740998259,0.0696646023,0.0779280117,0.0004556842
0.0593295683,0.0740998259,0.0622795794,0.2367772722,0.0042629502
0.0593295683,0.0740998259,0.0624599398,0.0848770207,0.0005473120
0.0593295683,0.0740998259,0.0623339479,0.1260315233,0.0012073356
0.0593295683,0.0740998259,0.0620758760,0.0105129280,0.0000083484
0.0593295683,0.0740998259,0.0609885840,0.0077042863,0.0000044793
0.0593295683,0.0740998259,0.0728755118,0.1135597291,0.0009622293
0.0593295683,0.0740998259,0.0738149706,0.0116615934,0.0000100704
0.0593295683,0.0740998259,0.0690174000,0.1551511941,0.0018092605
0.0593295683,0.0740998259,0.0625504746,0.0067252642,0.0000033999
0.0593295683,0.0740998259,0.0641097071,0.0218759507,0.0000361657
0.0593295683,0.0740998259,0.0678759655,0.1183419302,0.0010545841
0.0593295683,0.0740998259,0.0619417120,0.1824252374,0.0025315898
0.0593295683,0.0740998259,0.0625866037,0.3233593994,0.0079474020
0.0593295683,0.0740998259,0.0644708104,0.0373438327,0.0001054793
0.0593295683,0.0740998259,0.0614968926,0.3030916809,0.0069944290
0.0593295683,0.0740998259,0.0673814325,0.0168117930,0.0000212191
0.0593295683,0.0740998259,0.0609016550,0.0731612655,0.0004075967
0.0593295683,0.0740998259,0.0667092314,0.0785484191,0.0004653937
0.0593295683,0.0740998259,0.0671801031,0.1317008046,0.0013077869
0.0593295683,0.0740998259,0.0711706803,0.0163873128,0.0000200224
0.0593295683,0.0740998259,0.0698784183,0.2891881208,0.0062773664
0.0593295683,0.0740998259,0.0732479869,0.0251681015,0.0000471207
0.0593295683,0.0740998259,0.0733494689,0.0344853206,0.0000885212
0.0593295683,0.0740998259,0.0646348038,0.2906695358,0.0064000033
0.0593295683,0.0740998259,0.0616547680,0.2359510127,0.0042374744
0.0593295683,0.0740998259,0.0657796735,0.0124367052,0.0000116255
0.0593295683,0.0740998259,0.0729403023,0.0086805910,0.0000055768
0.0593295683,0.0740998259,0.0640221004,0.0281517271,0.0000599478
0.0593295683,0.0740998259,0.0665127532,0.3161203466,0.0075459365
0.0593295683,0.0740998259,0.0726841191,0.0087077621,0.0000056146
0.0593295683,0.0740998259,0.0631817493,0.0466311132,0.0001648842
0.0593295683,0.0740998259,0.0622232567,0.0244414001,0.0000453009
0.0593295683,0.0740998259,0.0618278577,0.2643237347,0.0053165680
0.0593295683,0.0740998259,0.0651459218,0.0348855986,0.0000919325
0.0593295683,0.0740998259,0.0689625709,0.0112655141,0.0000094804
0.0593295683,0.0740998259,0.0614958447,0.1582272366,0.0019057523
0.0593295683,0.0740998259,0.0676383048,0.0130446965,0.0000127528
0.0593295683,0.0740998259,0.0661378696,0.0208297609,0.0000326720
0.0593295683,0.0740998259,0.0641969114,0.1203644525,0.0010978245
0.0593295683,0.0740998259,0.0673103474,0.0109639044,0.0000090040
0.0593295683,0.0740998259,0.0669878757,0.0958471726,0.0006927403
0.0593295683,0.0740998259,0.0656340626,0.0446409342,0.0001504846
0.0593295683,0.0740998259,0.0610256330,0.0142592359,0.0000154135
0.0593295683,0.0740998259,0.0654014667,0.0150913775,0.0000171476
0.0593295683,0.0740998259,0.0691912361,0.0131470371,0.0000129188
0.0593295683,0.0740998259,0.0676259969,0.2284904589,0.0039342701
0.0593295683,0.0740998259,0.0709110788,0.0283288270,0.0000599805
0.0593295683,0.0740998259,0.0655710234,0.1586470252,0.0019031185
0.0593295683,0.0740998259,0.0625782702,0.1937153749,0.0028517949
0.0593295683,0.0740998259,0.0648375250,0.2161092349,0.0035362310
0.0593295683,0.0740998259,0.0731863336,0.2301198057,0.0039502750
0.0593295683,0.0740998259,0.0593937307,0.2550468996,0.0049687324
0.0593295683,0.0740998259,0.0610851257,0.0330625783,0.0000831126
0.0593295683,0.0740998259,0.0650647767,0.0445268173,0.0001498595
0.0593295683,0.0740998259,0.0615267588,0.1403606299,0.0014995010
0.0593295683,0.0740998259,0.0664970331,0.1437453278,0.0015598448
0.0593295683,0.0740998259,0.0658876029,0.1061269892,0.0008509766
0.0593295683,0.0740998259,0.0731140658,0.0151906638,0.0000171364
0.0593295683,0.0740998259,0.0622432912,0.0113182746,0.0000096789
0.0593295683,0.0740998259,0.0627698458,0.0166447957,0.0000209601
0.0593295683,0.0740998259,0.0636790610,0.0127883451,0.0000123374
0.0593295683,0.0740998259,0.0646176765,0.0528094887,0.0002110115
0.0593295683,0.0740998259,0.0712455300,0.0071587322,0.0000037977
0.0593295683,0.0740998259,0.0647693075,0.1726415408,0.0022568138
0.0593295683,0.0740998259,0.0613549291,0.1638338165,0.0020436904
0.0593295683,0.0740998259,0.0708121309,0.0701750710,0.0003687132
0.0593295683,0.0740998259,0.0633628867,0.0238862277,0.0000431835
0.0593295683,0.0740998259,0.0688939740,0.2782969307,0.0058236822
0.0593295683,0.0740998259,0.0723774084,0.2158903397,0.0034820949
0.0593295683,0.0740998259,0.0704201896,0.0961004606,0.0006921678
0.0593295683,0.0740998259,0.0708600382,0.0271459136,0.0000550747
0.0593295683,0.0740998259,0.0609431679,0.0096912920,0.0000071028
0.0593295683,0.0740998259,0.0737596454,0.0832193918,0.0005157541
0.0593295683,0.0740998259,0.0730108364,0.1230617290,0.0011297612
0.0593295683,0.0740998259,0.0636465707,0.0115992549,0.0000101440
0.0593295683,0.0740998259,0.0613678039,0.0270250924,0.0000554766
0.0593295683,0.0740998259,0.0599140899,0.1533247460,0.0017938921
0.0593295683,0.0740998259,0.0638874469,0.3170703797,0.0076250240
0.0593295683,0.0740998259,0.0661317919,0.1549776694,0.0018143485
0.0593295683,0.0740998259,0.0613491569,0.0102115208,0.0000078840
0.0593295683,0.0740998259,0.0637092313,0.0172931028,0.0000225940
0.0593295683,0.0740998259,0.0618289277,0.0978117145,0.0007276575
0.0593295683,0.0740998259,0.0604550328,0.0103770893,0.0000081540
0.0593295683,0.0740998259,0.0697313887,0.0723868102,0.0003931073
0.0593295683,0.0740998259,0.0691088863,0.1052790873,0.0008327298
0.0593295683,0.0740998259,0.0614823712,0.3060316543,0.0071309607
0.0593295683,0.0740998259,0.0686652878,0.0141860964,0.0000150619
0.0593295683,0.0740998259,0.0599754599,0.0467218874,0.0001663714
0.0593295683,0.0740998259,0.0712529843,0.1603460027,0.0019246349
0.0593295683,0.0740998259,0.0646346319,0.1410525183,0.0015066831
0.0593295683,0.0740998259,0.0602897083,0.0142453425,0.0000154010
0.0593295683,0.0740998259,0.0725867034,0.0328717437,0.0000805388
0.0593295683,0.0740998259,0.0729829908,0.1516509423,0.0017159464
0.0593295683,0.0740998259,0.0665858533,0.1188499565,0.0010660505
0.0593295683,0.0740998259,0.0593822927,0.0100786828,0.0000077028
0.0593295683,0.0740998259,0.0690821724,0.2015461091,0.0030530788
0.0593295683,0.0740998259,0.0610152919,0.2981637093,0.0067739533
0.0593295683,0.0740998259,0.0644308959,0.0762067294,0.0004397398
0.0593295683,0.0740998259,0.0677224441,0.0418425041,0.0001317190
0.0593295683,0.0740998259,0.0669780125,0.0856720910,0.0005534232
0.0593295683,0.0740998259,0.0594720231,0.1484381954,0.0016824848
0.0593295683,0.0740998259,0.0680826671,0.1102690297,0.0009152353
0.0593295683,0.0740998259,0.0613345155,0.1049774436,0.0008388825
0.0593295683,0.0740998259,0.0593641684,0.0306210973,0.0000714682
0.0593295683,0.0740998259,0.0706112154,0.0894906662,0.0005999832
0.0593295683,0.0740998259,0.0633756365,0.0095322356,0.0000068440
0.0593295683,0.0740998259,0.0731520719,0.0281416654,0.0000589423
0.0593295683,0.0740998259,0.0633390871,0.0188572881,0.0000268923
0.0593295683,0.0740998259,0.0714737978,0.0101876641,0.0000077123
0.0593295683,0.0740998259,0.0633783201,0.1138486090,0.0009834711
0.0593295683,0.0740998259,0.0736270810,0.0672576992,0.0003368952
0.0593295683,0.0740998259,0.0711518445,0.2075459350,0.0032254339
0.0593295683,0.0740998259,0.0714244754,0.0748980225,0.0004195681
0.0593295683,0.0740998259,0.0598387715,0.1308131434,0.0013058339
0.0593295683,0.0740998259,0.0639742470,0.0104144990,0.0000081671
0.0593295683,0.0740998259,0.0736500298,0.1480128141,0.0016325063
0.0593295683,0.0740998259,0.0721859566,0.1615475237,0.0019502033
0.0593295683,0.0740998259,0.0705126258,0.1710496083,0.0021932103
0.0593295683,0.0740998259,0.0657578273,0.0291708973,0.0000641862
0.0593295683,0.0740998259,0.0728404293,0.0546639113,0.0002228179
0.0593295683,0.0740998259,0.0599621392,0.0243689124,0.0000451925
0.0593295683,0.0740998259,0.0721198859,0.0160491272,0.0000191688
0.0593295683,0.0740998259,0.0731194794,0.0108310855,0.0000086943
0.0593295683,0.0740998259,0.0656746065,0.0133162852,0.0000133358
0.0593295683,0.0740998259,0.0651025580,0.3344885377,0.0084687431
0.0593295683,0.0740998259,0.0672871825,0.0188594399,0.0000267202
0.0593295683,0.0740998259,0.0659102805,0.0291343617,0.0000640087
0.0593295683,0.0740998259,0.0672807368,0.0386918542,0.0001126998
0.0593295683,0.0740998259,0.0597578019,0.0188433957,0.0000270053
0.0593295683,0.0740998259,0.0637797486,0.0205442310,0.0000319066
0.0593295683,0.0740998259,0.0630084817,0.0127851200,0.0000123446
0.0593295683,0.0740998259,0.0654676504,0.3006561307,0.0068378127
0.0593295683,0.0740998259,0.0713827930,0.0756764441,0.0004283722
0.0593295683,0.0740998259,0.0691103361,0.2384890546,0.0042749358
0.0593295683,0.0740998259,0.0704845922,0.3057848693,0.0070109344
0.0593295683,0.0740998259,0.0728572770,0.1804992946,0.0024316570
0.0593295683,0.0740998259,0.0663921978,0.2079092601,0.0032643024
0.0593295683,0.0740998259,0.0663764000,0.0498455143,0.0001874153
0.0593295683,0.0740998259,0.0647667079,0.0096413985,0.0000069863
0.0593295683,0.0740998259,0.0620126331,0.0692358585,0.0003643684
0.0593295683,0.0740998259,0.0633969976,0.1334671868,0.0013517127
0.0593295683,0.0740998259,0.0629041683,0.0210919939,0.0000336820
0.0593295683,0.0740998259,0.0663247841,0.0072887068,0.0000039721
0.0593295683,0.0740998259,0.0641572020,0.2569508887,0.0050050804
0.0593295683,0.0740998259,0.0660052579,0.0338512047,0.0000864299
0.0593295683,0.0740998259,0.0680494133,0.0343253544,0.0000885567
0.0593295683,0.0740998259,0.0683156057,0.0150047439,0.0000168658
0.0593295683,0.0740998259,0.0729007544,0.0440312826,0.0001445031
0.0593295683,0.0740998259,0.0644288825,0.0719038237,0.0003914612
0.0593295683,0.0740998259,0.0643443001,0.0181777788,0.0000249441
0.0593295683,0.0740998259,0.0609141408,0.2428687684,0.0044948889
0.0593295683,0.0740998259,0.0618604096,0.0123818049,0.0000115971
0.0593295683,0.0740998259,0.0685394503,0.1596344797,0.0019169907
0.0593295683,0.0740998259,0.0688963343,0.0955816755,0.0006865981
0.0593295683,0.0740998259,0.0697638257,0.2325998177,0.0040615999
0.0593295683,0.0740998259,0.0740503439,0.1045045628,0.0008130203
0.0593295683,0.0740998259,0.0648180641,0.0261235783,0.0000515422
0.0593295683,0.0740998259,0.0709208764,0.2527924833,0.0047874189
0.0593295683,0.0740998259,0.0610367994,0.0064994046,0.0000031817
0.0593295683,0.0740998259,0.0678935881,0.0092352381,0.0000063737
0.0593295683,0.0740998259,0.0634539863,0.1755583468,0.0023388210
0.0593295683,0.0740998259,0.0638669642,0.0082954564,0.0000051729
0.0593295683,0.0740998259,0.0726910159,0.0144703896,0.0000155584
0.0593295683,0.0740998259,0.0675865313,0.0292427066,0.0000643002
0.0593295683,0.0740998259,0.0640750465,0.0104700819,0.0000082535
0.0593295683,0.0740998259,0.0613010749,0.1129875425,0.0009718864
0.0593295683,0.0740998259,0.0659616367,0.0422753341,0.0001348704
0.0593295683,0.0740998259,0.0731880980,0.0122470166,0.0000111236
0.0593295683,0.0740998259,0.0627117550,0.1307016938,0.0012977075
0.0593295683,0.0740998259,0.0603337835,0.0472502963,0.0001700646
0.0593295683,0.0740998259,0.0732952314,0.1091080909,0.0008875359
0.0593295683,0.0740998259,0.0717737451,0.0499037525,0.0001860490
0.0593295683,0.0740998259,0.0601690066,0.1066799901,0.0008679053
0.0593295683,0.0740998259,0.0620848788,0.0152546898,0.0000176173
0.0593295683,0.0740998259,0.0680553840,0.1101697443,0.0009136313
0.0593295683,0.0740998259,0.0672810281,0.0478914654,0.0001727283
0.0593295683,0.0740998259,0.0653743924,0.0265897023,0.0000533508
0.0593295683,0.0740998259,0.0693601834,0.0961746618,0.0006945700
0.0593295683,0.0740998259,0.0699365275,0.3190838753,0.0076417316
0.0593295683,0.0740998259,0.0676405050,0.0860207378,0.0005572954
0.0593295683,0.0740998259,0.0602166594,0.0143491245,0.0000156286
0.0593295683,0.0740998259,0.0728525942,0.0304573241,0.0000690949
0.0593295683,0.0740998259,0.0636945787,0.0610383749,0.0002823815
0.0593295683,0.0740998259,0.0664235920,0.0226791017,0.0000387237
0.0593295683,0.0740998259,0.0640195741,0.2128061554,0.0034336114
0.0593295683,0.0740998259,0.0711997128,0.0247654503,0.0000457982
0.0593295683,0.0740998259,0.0687039990,0.2945387572,0.0065255867
0.0593295683,0.0740998259,0.0692358209,0.1300494983,0.0012705672
0.0593295683,0.0740998259,0.0630108975,0.0276323083,0.0000578488
0.0593295683,0.0740998259,0.0629319641,0.0967788669,0.0007111023
0.0593295683,0.0740998259,0.0711526661,0.0203703914,0.0000309675
0.0593295683,0.0740998259,0.0666233754,0.0168654876,0.0000213831
0.0593295683,0.0740998259,0.0729219993,0.0081316875,0.0000048911
0.0593295683,0.0740998259,0.0645010598,0.0584360759,0.0002584574
0.0593295683,0.0740998259,0.0662900476,0.0161827618,0.0000196945
0.0593295683,0.0740998259,0.0686940580,0.2536748466,0.0048403707
0.0593295683,0.0740998259,0.0703149530,0.0103109979,0.0000079177
0.0593295683,0.0740998259,0.0654825821,0.0097085287,0.0000070758
0.0593295683,0.0740998259,0.0706356247,0.0263801651,0.0000520286
0.0593295683,0.0740998259,0.0594943442,0.0309461238,0.0000729808
0.0593295683,0.0740998259,0.0669918562,0.0315452455,0.0000749163
0.0593295683,0.0740998259,0.0690733836,0.0278851614,0.0000583079
0.0593295683,0.0740998259,0.0727073234,0.0972830335,0.0007063080
0.0593295683,0.0740998259,0.0703323771,0.0305386413,0.0000697905
0.0593295683,0.0740998259,0.0593802297,0.0098693203,0.0000073849
0.0593295683,0.0740998259,0.0709217726,0.0149398061,0.0000166416
0.0593295683,0.0740998259,0.0647211029,0.0348736996,0.0000919352
0.0593295683,0.0740998259,0.0701032892,0.0410289495,0.0001261054
0.0593295683,0.0740998259,0.0686231824,0.0074612490,0.0000041468
0.0593295683,0.0740998259,0.0699405643,0.0319819802,0.0000766064
0.0593295683,0.0740998259,0.0612573070,0.0444169525,0.0001500478
0.0593295683,0.0740998259,0.0716540000,0.0483992989,0.0001750312
0.0593295683,0.0740998259,0.0685236203,0.1311400216,0.0012936141
0.0593295683,0.0740998259,0.0710285526,0.1501613162,0.0016885516
0.0593295683,0.0740998259,0.0643167238,0.0371636879,0.0001044898
0.0593295683,0.0740998259,0.0612912131,0.0079641231,0.0000047858
0.0593295683,0.0740998259,0.0616773157,0.0707615300,0.0003808162
0.0593295683,0.0740998259,0.0722067521,0.1441383428,0.0015523763
0.0593295683,0.0740998259,0.0600329993,0.0110464485,0.0000092501
0.0593295683,0.0740998259,0.0732073600,0.0421236918,0.0001321664
0.0593295683,0.0740998259,0.0609330716,0.2873524126,0.0062923674
0.0593295683,0.0740998259,0.0665154189,0.1848652301,0.0025801291
0.0593295683,0.0740998259,0.0692858350,0.0875049879,0.0005750221
0.0593295683,0.0740998259,0.0605370485,0.2536596982,0.0049061492
0.0593295683,0.0740998259,0.0640355433,0.1282709320,0.0012471703
0.0593295683,0.0740998259,0.0693149688,0.0291733913,0.0000637998
0.0593295683,0.0740998259,0.0667696977,0.0835753446,0.0005268437
0.0593295683,0.0740998259,0.0622613377,0.0889678241,0.0006015576
